url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country/Region
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Flyingking-Import-Export-Co-Ltd/1X09G6VN,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2009.0,"Arts & Crafts, Building Materials & Supplies, Educational Toys, Fashion Accessories, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Party Supplies, Printing & Packaging, Stationery & Office Equipment, Sports Supplies, Stationery","Australasia, Eastern Europe, North America, Western Europe",16 - 25,"US$ 1,000,000 - 4,999,999",flyingking,Ms Sharon -,Sales Manager,"Room 1506, Floor 15,building 2 Xizi International Center,Ninghai Ninghai, Ningbo City, Zhejiang Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/bzyoo-International-Inc-/1X09Y6VN,"Buying Office, Manufacturer, Service Company","Taipei City, Taiwan",,Homeware & Lifestyle Essentials,Worldwide,51 - 100,,Bzyoo ODM OEM,Mr Danny Ho,Manager,"20F., No. 33, Section 2, Sanmin Rd., Banqiao Area, New Taipei City, Taiwan",Taiwan
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Xiaoyue-Bosen-Art-Work-Factory/1X09YTJ2,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2002.0,"Clothing/ Garments, Gifts / Souvenirs, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Lights, Party Supplies",,,,,Mr - Zhu,General Manager,"Zhujiatan Village Xiaoyue Town, Shangyu Area, Shaoxing City, Zhejiang Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Delija-Stationery-Co-Ltd-/1X04DO1Z,"Exporter, Manufacturer","Taizhou, Jiangsu, Chinese Mainland",,"Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Stationery",,,,,Mr Ji,Foreigh Trade Dept. Manager,"Yuanqiao Industry Zone Huangyan Town Taizhou City Zhejiang 318025, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/AT-Vibe-Technology-Limited/1S00NYULF,"Manufacturer, Service Company",Hong Kong,2020.0,"Clothing/ Garments, Consumer Electronics, Engineering, Information Technology, Internet of Things, Quality Inspection, Compliance & Testing Service, Technology, R&D","Chinese Mainland, Hong Kong, Middle East, Southeast Asia, Worldwide",,,"AT-Vibe, Smart Love IoT LiDar Software Development Radar Solution Specialist Data Analytics AI 4S - SSSS Certificate Name Issued By Certificate Type Valid Date Multi-Object Fall Down Detection Radar ShenzhenManYiTestingTechnologyCo.,Ltd Others 06 Mar 2024 - (N/A) View details Factory & Facility The Hong Kong Most Outstanding Business Awards 2023 2022 IoT China Hong Kong Regional Competition 2022 Global Best Practice of IoT and Smart Service Golden Dragon Award 2022 Global Best Practice of IoT and Smart Service Golden Dragon Award 2023 5th National Smart Health and Elderly Care Innovation and Entrepreneurship Competition 2024 PropTechAwards",Miss Luzia Li,Marketing Officer,"Unit H, 12/F Boton Technology Innovation Tower 368 Kwun Tong Road, Kwun Tong Kowloon, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Aloha-Medical-Limited/1S00NVCEI,,Hong Kong,,"Consumer Electronics, Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Appliances, Personal Care, Sports Supplies",,,,,Mr King Chan,,,Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JMS-Group-HK-Ltd/1X04CFWV,"Export Agent, Exporter, Manufacturer, Retailer, Wholesaler",Hong Kong,2007.0,,"North America, Western Europe, Worldwide",6 - 10,"US$ 1,000,000 - 4,999,999",JMStyle ODM OEM,Mr Patrick Tin,Senior Manager,"Shop 1508, 15/F, Horizon Plaza, Ap Lei Chau, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/KnitWarm-Limited/1S00NULAL,Manufacturer,Hong Kong,2017.0,"Automobile Parts & Accessories, Bags, Handbags & Accessories, Clothing/ Garments, Fashion Accessories, Furniture & Parts, Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Personal Care, Textiles, Fabrics & Yarns","Hong Kong, Japan, Worldwide",,,KnitWarm Heat Conductive Smart Textile Patented Technology Fashion Tech Brand Collaboration View details Research & Development Red Dot Award 2023: Innovative Product Asia Pacific ICT Alliance Awards 2020-21 Winner (Inclusion - H Good Design Award International Design Award Muse Design Award Red Dot Award Inventions Geneva NY Product Design Award,Mr Stanley Kwok,,"Unit 508, 5/F, Enterprise Place, 5 Science Park West Avenue, Hong Kong Science Park NT",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PREN-LIMITED/1S00O43CX,"Service Company, Wholesaler",Hong Kong,2018.0,Health Care & Medical Supplies,"Chinese Mainland, Hong Kong",,,allcareAI Toilet R&D Anti-infection Design,Mr Kong Lee,,"Room 13, Smart-Space 3F Units 908-915, Level 9, Core F, Cyberport 3, 100 Cyberport Road, Pok Fu Lam, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SmartAge-Intelligence-Limited/1S00OW8K4,"Exporter, Private Individual, Service Company",Hong Kong,2023.0,"Health Care & Medical Supplies, Medical & Healthcare","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",16 - 25,,SmartAge GeronTech AIoT Telenursing AI LLM Healthcare View details Research & Development Quality Control Introduction Preventive Care Flow The Hong Kong ICT Awards 2024 - Smart People (Smart Ageing) Silver Award Maker in China SME INNOVATION AND ENTREPRENEURSHIP GLOBAL CONTEST HONG KONG CHAPTER Merit Award Smart Living Partnership Awards 2023/24 Outstanding Smart Home and Telenursing Platform,Mr Yu Chung Or,Founder and CEO,"WS01,7-8/F, Smart-Space Protech 5 Lok Yip Road, Fanling, NT",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Solar-Med-Limited/1S00NMV05,Distributor,Hong Kong,1997.0,,"Chinese Mainland, Hong Kong",26 - 50,"US$ 1,000,000 - 4,999,999","Baxter, Teleflex, Cardinal Health, Swisslog",Ms Ada Chan,Executive Assistant,"Unit 2901-03 & 05 The Octagon, 6 Sha Tsui Road Tsuen Wan",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Dehua-Life-Concept-Ceramics-Co-Ltd-/1X0ADIYK,Manufacturer,"Quanzhou, Fujian, Chinese Mainland",2015.0,Homeware & Lifestyle Essentials,Worldwide,51 - 100,"US$ 1,000,000 - 4,999,999","Life Concept Certificate Name Issued By Certificate Type Valid Date ISO 9001 Zhongjian certification Co., Ltd. ISO 9001 18 May 2022 - 17 May 2025 ISO 14001 Zhongjian certification Co., ltd. ISO 14001 18 May 2022 - 17 May 2025 ISO 45001 Zhongjian certification Co., Ltd. ISO 45001 18 May 2022 - 17 May 2025 View details Factory & Facility Research & Development Quality Control",Mr James -,,"Baomei Industry Zone, Dehua, Quanzhou, Fujian, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Golden-Umbrella-Co-Ltd/1X09CZ8V,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2015.0,Gifts / Souvenirs,"Africa, Chinese Mainland, Eastern Europe, Hong Kong",26 - 50,"US$ 1,000,000 - 4,999,999 ODM OEM",,Mr Guo Hua Yu,Manager,"No. 56 Road Houyujiang Songxia Town Shangyu, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Haoxinqing-Outdoor-Products-Co-Ltd/1S00OARYF,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2019.0,"Furniture & Parts, Gifts / Souvenirs",,,,,Mr - Guan,Sales,"139# Songteng Road, Songxia Umbrella Plaza, Shangyu, Shaoxing City, Zhejiang Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-North-Electron-Manufacture-Co-Ltd-/1X09YTQV,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2000.0,Home Appliances,,,,,Ms Melody Song,Sales Manager,"Yuexie Road, Shangyu, Shaoxing City, Zhejiang Province, China China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Yiyuan-Woven-Handicraft-Factory/1X09YTXO,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2003.0,"Fashion Accessories, Fashion, Eyewear & Accessories","Western Europe, Worldwide",,,,Ms - Wu,Sales Manager,"Yufeng Village, Xietang Town, Shangyu, Shaoxing City, Zhejiang Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Goodluck-Creative-Industries-Co-Ltd/1S00OBMF5,Manufacturer,"Taizhou, Zhejiang, Chinese Mainland",2001.0,,Eastern Europe,101 - 200,"US$ 250,000 - 499,999",COOLA FSC BSCI View details Factory & Facility Research & Development Quality Control Spring decor Halloween decoration,Miss Ruby Yan,sales,"16 Chaoyuan Road, Huangyan Beicheng Development Zone, Taizhou, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Haizhou-Umbrella-Co-Ltd-/1X09G49F,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",1999.0,"Furniture & Parts, Gifts / Souvenirs, Homeware & Lifestyle Essentials",,,,,Ms Jin Huang,Sales Manager,"- Songxia Industrial Park Shangyu, Shaoxing City, Zhejiang Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Hengyang-Umbrella-Co-Ltd/1X090KSK,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2003.0,"Furniture & Parts, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Play Tents, Houses & Tunnels, Playground Equipment, Sports Supplies",,,,,Mr - Han,General Manager,"No. 518 Guangyang Rd, Songxia Industrial Zone, Shanyu District, Shaoxing City, Zhejing Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Jiemei-Umbrella-Co-Ltd-/1X09YTE7,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2002.0,Gifts / Souvenirs,Worldwide,101 - 200,"US$ 500,000 - 999,999",JUNYU ODM OEM,Mr Guo Cheng Chen,Manager,"Songxia Industrial Zone, Shaoxing City, Zhejiang Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Ruyi-Industry-Co-Ltd-/1X005Y7Z,Manufacturer,"Taizhou, Zhejiang, Chinese Mainland",1987.0,"Baby Toys, Educational Toys, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Toy Vehicles",Western Europe,101 - 200 silk print & Digital Print product development Certificate Name Issued By Certificate Type Valid Date ISO9001 - ISO 9001 - View details Factory & Facility Research & Development,,,Mr Xiaofeng Yu,Manager,Chengjiang Industry Zone Huangyan Zhejiang 318020 China,Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-FOMO-HOUSEHOLD-PRODUCTS-CO-LTD-/1S00P12Y4,,Chinese Mainland,,"Arts & Crafts, Furniture & Parts, Homeware & Lifestyle Essentials, Office Equipment, Stationery",,,,,Ms JEAN XUE,,,Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-KUN-GUANG-STATIONERY-CO-LTD/1X0ACWRL,"Manufacturer, Wholesaler","Ningbo, Zhejiang, Chinese Mainland",2015.0,,"Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",26 - 50,"US$ 50,000 - 99,999",KUNGUANG ODM OEM,Mr Hongguang Dai,General Manager,"Zhanjia, Xidian Town, Ninghai Country, Ningbo City, Zhejiang Province China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Praise-Stationery-Co-Ltd/1X0518HV,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",2003.0,Stationery,"Central & South America, Other Asian Countries",,,,Mr Qi Li,Manager,"No. 2 Jinshall Road, District C, New Developing Industrial Park, Economic Development Zone, Ninghai, Zhejiang, 315600, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Heybei-Automotive-Co-Ltd-/1S00OO93I,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2016.0,"Automobile Parts & Accessories, Motorcycle Parts & Accessories","Eastern Europe, Middle East, Scandinavia",51 - 100,"US$ 100,000 - 249,999 HB-0002 HB-0001 HB-0004 HB-0005",,Ms kylin Wang,,"Room 702, Unit 2, Building 3, Dijing Modern City,High Speed Rail New City, Baiguan Street, Shangyu District, Shaoxing City, Zhejiang Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Lotus-Umbrella-Co-Ltd/1X0ACCGK,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2010.0,"Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",,,,,Ms Anly -,General Manager,"No.E3 Buildling, Tianwaitian Industrial Park, Songxia Town, Shangyu District, Shaoxing City, Zhejiang Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Biumart-E-Tech-Co-Ltd-/1S00OUBEJ,,Chinese Mainland,,Lights,,,,,WEIYUE ZHU,,,Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Guangjia-Crafts-Co-Ltd/1S00ON3A3,Manufacturer,"Taizhou, Zhejiang, Chinese Mainland",2022.0,Festive Supplies,"North America, Other Asian Countries, Scandinavia",26 - 50,"US$ 100,000 - 249,999 View details Factory & Facility Research & Development Quality Control",,Mr - He,,,Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Huangyan-Donghai-Handicraft-Co-Ltd/1S00OBS08,,Chinese Mainland,,"Arts & Crafts, Educational Toys, Gifts / Souvenirs",,,,,- Zhang,,"23 Xinchun South Road, Yuanqiao Town, Huangyan District, Taizhou, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Koopman-International-Hong-Kong-Limited/1X09Y5K1,,Hong Kong,,Homeware & Lifestyle Essentials,,,,,Yan Chan,,"RM1301-03, SINGGA COMMERCIAL CENTRE, 148 CONNAUGHT ROAD WEST, HONG KONG",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Shaowu-Bamboo-Cube-Brand-Operation-Co-Ltd/1S00P11L8,,Chinese Mainland,,,,,,,Mr Wang Ge,,,Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Longquan-Economic-and-Commercial-Bureau/1S00P1LOF,,Chinese Mainland,,,,,,,ChengYue Jiang,,"10th Floor, Traffic Building, No. 91 Guangji Street, Longquan, Lishui, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangjiajie-Chidu-Culture-And-Art-Co-Ltd/1S00P0H2D,,Chinese Mainland,,"Dolls, Fashion Accessories, Furniture & Parts",,,,,Wei Xie,,"Fangjiaping Dadang Group Resettlement Site, Liyuan Town, Sangzhi County, Zhangjiajie, Hunan, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Homede-Design-and-Production-Company-Limited/1S00OWRTU,,Hong Kong,,,,,,,Jackie Leung,Admin.,"Unit 4, 30/F, Saxon Twr, 7 Cheung Shun St, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Atta-Technologies-Limited/1S00P283J,,Hong Kong,,,,,,,Karmen Hui,Associate Operations Manager,"Unit 801, 8/F, Midas Plaza, No.1 Tai Yau Street, San Po Kong, Kowloon, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zibo-Dawning-Trading-Co-Ltd-/1S00NMQ7P,,Chinese Mainland,,"Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",,,,,Wen Xing,Salesman,"Room 1507, Block F, Entrepreneurs Torch Plaza No.111 Liuquan Road Zhangdian, Zibo Shandong, 255086, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Huangyan-Haipu-Industry-Co-Ltd/1S00P0ZGP,,Chinese Mainland,,,,,,,Wang,,"No.1 Hengxing Road, Beiyang Town, Huangyan District, Taizhou, ZHejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Huangyan-Pengxin-Plastic-Co-Ltd/1S00OPI53,,Chinese Mainland,,,,,,,Mr Li Mr Li,,"North Gate of Huangyan Lecheng Molding Industrial Taizhou City, Zhejiang Province, Mainland China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Xinpai-Plastic-Mould-Co-Ltd/1S00P1LML,,Chinese Mainland,,,,,,,- Zhang,,"No.19 Xiangguang Road, Huangyan West Industrial Zone, Taizhou, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bnet-Tech-Company-Limited/1X0AWUUO,,Hong Kong,,"Health Care & Medical Supplies, Homeware & Lifestyle Essentials, Personal Care, Sports Supplies",,,,,Richard Wai-Sing Leung,Co-founder,"Unit G1, 11/F Valiant Ind Ctr 2-12 Au Pui Wan St Sha Tin, New Territories, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dai3mimi-Health-Tech-Limited/1S00OO0QU,,Hong Kong,,,,,,,Stephen Lam,Founder & Product Creator,"Unit 618, 6/F., Tower B, South Mark, No.11 Yip Hin Wong Chuk Hang.",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JKL-I-HEALTHCARE-COMPANY-LIMITED/1S00OZJKT,,Hong Kong View details Factory & Facility,,,,,,,Mr LI ivan,,,Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NEC-Hong-Kong-Limited/1X0ADGWS,Others,Hong Kong,1984.0,"Consumer Electronics, Internet of Things","Hong Kong, Worldwide",201 - 500,"US$ 50,000,000 - 99,999,999",NEC Hong Kong Limited,Ms Betty HO,Purchasing & Business Control Manager,"25/F, The Metropolis Tower, 10 Merepolis Drive, Hung Hom, Kowloon, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Science-International-Corporation/1X04VEN7,Manufacturer,Hong Kong,1980.0,,"Chinese Mainland, Hong Kong",26 - 50,"US$ 1,000,000 - 4,999,999",,Mr Kiki Chan,Product Specialist,"14/F, Gee Tuck Building, 16-20 Bonham Strand East, Sheung Wan",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taschen-Hong-Kong-Limited/1X06I0ME,,Hong Kong,,,,,,,Frankie Ho,Retail Director Asia,"Shop 01-G02, Tai Kwun, 10 Hollywood Road, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wheelchair88-com-Limited/1X0AR40O,,Hong Kong,,Health Care & Medical Supplies,,,,,Emily Lam,Marketing Executive,"Unit 5A, 1/F, Mai Wah Ind Bldg, 1-7 Wah Sing St, Kwai Chung, New Territories, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Linjia-Plastic-Co-Ltd/1S00OBPP8,,Chinese Mainland,,,,,,,Leon Lau,,"No.313 Qixiang Bei Road, Ninghai, Ningbo, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Yunzhe-Trading-Co-Ltd-/1S00P1I8U,,Chinese Mainland,,,,,,,- Huang,,"No.110 Meilin North Road, Ninghai, Ningbo, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninghai-Ruihai-Electric-Appliance-Co-Ltd-/1X0AD0BP,,Chinese Mainland,,"Environmental Protection, Lights",,,,,Sean Yu,,"Chenjia Viallage, Meilin street, Ninghai county,zhejiang, 315613 China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Chuancheng-Umbrella-Co-Ltd/1X09G3XU,,Chinese Mainland,,"Play Tents, Houses & Tunnels",,,,,Lu Yan Jin,,"East Shanghu Village, Songxia Town Shangyu City, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Datong-E-Commerce-Co-Ltd/1S00P0ZUJ,,Chinese Mainland,,,,,,,- Feng,,"Triangle Economic Development Zone, Shangyu District, Shaoxing, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Nuerhong-Brewing-Co-Ltd-/1S00P0ZM7,,Chinese Mainland,,,,,,,- Yu,,"Dongguan Street, Shangyu, Shaoxing, Zhejiang, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Camper-Outdoor-Products-Co-Ltd/1S00P0ZPY,,Chinese Mainland,,,,,,,- Wang,,"Xie Tang Town, Xindaijia Village, Shangyu District, Shaoxing, Zhejiang, China",Chinese Mainland
