url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country/Region
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Helicute-Model-Aircraft-Industrial-Co-Ltd-/1S00OW5DS,Manufacturer,Chinese Mainland,,,,,,,Miss Yuling Chen,,"No.8 East Jiangbei Rd Longtian Guangyi St Chenghai District Shantou, Guangdong, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Harmony-Industrial-Co-Ltd-/1S00OB4Y2,,Chinese Mainland,,,,,,,xiansheng yu,,"Block 2, JiaYuan Industrial Zone, HePing Community Road#2,FuYong, BaoAn Disctrict, Shenzhen",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Max-Concept-Enterprises-Limited/1X0AFJZG,"Exporter, Manufacturer",Hong Kong,,"Bags, Handbags & Accessories, Beauty Supplies, Consumer Electronics, Eyewear & Accessories, Fashion Accessories, Fashion, Eyewear & Accessories, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Hardwares (Tools & Parts), Health Care & Medical Supplies, Health, Beauty and Baby Care, Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Lights, Personal Care, Shoes & Accessories, Sports Supplies","Australasia, Central & South America, Eastern Europe, Japan, Korea, Middle East, Southeast Asia, Western Europe, Worldwide",201 - 500,"US$ 100,000,000 - 249,999,999 30,000 sqm Dongguan Factory 30 years MFG & EXP experience BSCI, ISO9001,ISO 13485 cert 50 R&D experienced Engineer 500 skilled workers Provide CE, ROHS certifcate OEM/ODM Project welcome EXW/CFS/FOB Terms Certification Verified by Certificate Name Issued By Certificate Type Valid Date CE STC (Dongguan) Company Limited CE - Test Report STC (Dongguan) Company Limited Others - Test Report STC (Dongguan) Company Limited Others - ISO 9001 TÜV NORD (Hangzhou) Co., Ltd. Shanghai Branch ISO 9001 08 Sep 2027 Other Certification Certificate Name Issued By Certificate Type Valid Date ISO13485:2016 nqa ISO 13485 (N/A) - 26 Oct 2024 Show More View Details Company Information Verified on 19 Dec 2025 by Disclaimer Certification(s) Verified on 22 Aug 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control Company contact info MC0573C MC0557 Relief Shiatsu Body Massage Pillow MC0559 3D-Tri Perfect Support Massage Cushion MC0586 Cordless Airwrap Arm/Leg MC0568 MC0360C Slim Belle C00827 - Ultrasonic Facial Scraper Cleanser Massager Series Full Product Catalogue Special recommendation",,Ms Karen Hung,Sales Director,"Room 1601, Kodak House II, No.39 Healthy Street East, North Point, Hong Kong",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-ERSE-Acoustics-Inc-/1S00O3OZF,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",2021.0,Consumer Electronics,"Central & South America, North America, Scandinavia, Western Europe",51 - 100,"US$ 1,000,000 - 4,999,999","ERSE audio manufacturer ISO 9001 OEM manufacturer ODM manufacturer Certification Verified by Certificate Name Issued By Certificate Type Valid Date ISO9001 Intertek ISO 9001 24 Feb 2028 CE Guangdong Global Testing Technology Co., Ltd. CE - FCC Nemko North America, Inc FCC - Other Certification Certificate Name Issued By Certificate Type Valid Date BSCI SGS BSCI 17 Feb 2023 - 07 Mar 2024 ISO ITS ISO 9001 25 Feb 2022 - 25 Feb 2025 View Details Company Information Verified on 28 Nov 2025 by Disclaimer Certification(s) Verified on 16 May 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control Patent certificate Patent design certificate 2024 Spring HKTDC fair 2024 HKTDC Guangzhou+sound fair",Ms Delia Yang,Sales Manager,"Rm 101, Blk 2., No.6 Liuhua Xihengsan Street., Dongcheng Street, Dongguan City, Guangdong Province, Mainland China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ShenZhen-Ottocast-Supply-Chain-Co-Ltd/1S00ORVJK,"Exporter, Manufacturer, Wholesaler, e-tailer","Shenzhen, Guangdong, Chinese Mainland",2021.0,"Automobile Electronics, Automobile Parts & Accessories, Consumer Electronics, Parts, Electrical Electronic Supplies","Australasia, Central & South America, Japan, Korea, North America, Scandinavia, Taiwan",201 - 500,"US$ 10,000,000 - 49,999,999","OTTOCAST OEM ODM Manufacturer Wireless CarPlay Solultion Unique Design Research and Development Android Ai Box Certification Verified by Certificate Name Issued By Certificate Type Valid Date Quality Management System Certificate Guangdong Harmonious Certification Co., Ltd. ISO 9001 22 Dec 2026 IATF16949 United Registrar of Systems (Hangzhou) Co., Ltd IATF16949 02 May 2027 CE Shenzhen CCUT Quality Technology Co., Ltd. EMC - CE Shenzhen CCUT Quality Technology Co., Ltd. CE RED - CE Dongguan ZRLK Testing Technology Co., Ltd. RoHS - Show More View Details Company Information Verified on 12 Dec 2025 by Disclaimer Certification(s) Verified on 19 May 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control View All OTTOAIBOX OTTOADAPTER AI BOX OEM AI BOX",Miss Fiona Zhang,Sales Manager,"201,Buiding 13th,Software Town of Shenzhen Univers 8288 Longgang Avenue,Heao Community, Yuanshan Street,Longgang District,Shenzhen",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Ldnio-Electronic-Technology-Co-Ltd-/1S00OGVLE,Manufacturer,"Foshan, Guangdong, Chinese Mainland",2002.0,"Consumer Electronics, Parts, Components & Electrical Supplies",,,,LDNIO OEM ODM Manufacturtor View details Factory & Facility Research & Development,Mr DEHUI ZHONG,,"No.6, East Shengli Road, Pingzhou Industrial Park, Street, Nanhai District, Foshan City, Guangdong Pr China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Topdisk-Enterprise-Co-Ltd/1X09Y4L3,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",,"Consumer Electronics, Gifts, Toys & Sports Supplies, Parts, Components & Electrical Supplies","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",201 - 500,"US$ 50,000,000 - 99,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001 - ISO 9001 - CE - - - SGS - - - BSCI - BSCI - View Details Company Information Verified on 12 Dec 2025 by Disclaimer View details Factory & Facility",,Ms Zhang Alice,,"6th/F, Block 4, Tongfuyu Industrial Park, Tanglang, Xili, Nanshan, Shenzhen, GuangDong, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NICEMAY-MEDICAL-HUI-ZHOU-CO-LTD-/1S00OUU5R,,Chinese Mainland,,"Gifts / Souvenirs, Personal Care Certification Verified by Certificate Name Issued By Certificate Type Valid Date CE TÜV SÜD Product Service GmbH CE - EMC Test Report TÜV SÜD Certification and Testing (China) Co., Ltd. Shenzhen Branch Others 16 Jul 2030 Technical Report TÜV SÜD Certification and Testing (China) Co., Ltd. Shenzhen Branch Others - Test Report TÜV SÜD Certification and Testing (China) Co., Ltd. Shenzhen Branch Others 18 Jul 2026 View Details Certification(s) Verified on 29 Jul 2025 by Disclaimer",,,,,Fanny Fan,,"Phase 1, Le Chuang Cheng Industry Park, NO.8 RenLuo 6th Road, Shuikou Street, HuiCheng District, HuiZhou, Guangdong, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Jiadian-Electronics-Technology-Company-Limited/1X04SNOF,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",2004.0,Consumer Electronics,"Central & South America, Chinese Mainland, Japan, Korea, North America, Western Europe",201 - 500,"US$ 50,000,000 - 99,999,999",KASUNG Dolby Licensee OEM HDMI Licensee Certification Verified by Certificate Name Issued By Certificate Type Valid Date Quality Management System Certification CHINA QUALITY CERTIFICATION CENTRE ISO 9001 19 Dec 2026 Environmental Management System Certification CHINA QUALITY CERTIFICATION CENTRE ISO 14001 21 Dec 2025 Other Certification Certificate Name Issued By Certificate Type Valid Date ISO 9001 - ISO 9001 20 Dec 2023 - 19 Dec 2026 View Details Company Information Verified on 14 Nov 2025 by Disclaimer Certification(s) Verified on 15 May 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control,Mr Jackson Mo,General Manager,"No.9 Jinwei East Road, Wangniudun Town, Dongguan, Guangdong, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Epomaker-Inc/1S00O7W3V,Manufacturer,USA,2020.0,Consumer Electronics,,,,"EPOMAKER Custommade OEM ODM Certification Verified by Certificate Name Issued By Certificate Type Valid Date CE Shenzhen CCUT Quality TEchnology Co., Ltd. CE - CE Shenzhen CCUT Quality TEchnology Co., Ltd. CE - Registration of Broadcasting and Communication Equipments Director General of National Radio Research Agency Others - Registration of Broadcasting and Communication Equipments Director General of National Radio Research Agency Others - Japan Certificate of Construction Type DERYCOM CERTIFICAITON SERVICES, INC. Others - Show More View Details Company Information Verified on 30 Jan 2026 by Disclaimer Certification(s) Verified on 14 Nov 2025 by Disclaimer View details Factory & Facility",Miss agnes Du,,"Unit 1155, 90 Bridge Street, Westbrook, Maine, 4092,",USA
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Trendwoo-Tech-Co-Ltd/1X09110X,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2011.0,"Consumer Electronics, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies, Telecommunication","Australasia, Central & South America, Eastern Europe, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date Reddot Award Reddot Organization - (N/A) - 16 Jun 2022 Reddot Award Reddot Organization - (N/A) - 12 Jan 2023 View Details Company Information Verified on 05 Dec 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control Reddot Award Reddot Award Reddot Award Reddot Award",,Ms Kayla Huang,Sales Director,"Units 3202, 3208, Building C, Galaxy WORLD Phase II, Minle Community, Minzhi Street, Longhua District, Shenzhen City, Guangdong Province, China.",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanlida-Electrical-Technology-Co-Ltd/1S00O4MR5,"Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2014.0,"Home Appliances, Homeware & Lifestyle Essentials","Africa, Central & South America, Eastern Europe, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia, Western Europe, Worldwide",501 - 1000,"US$ > 250,000,000",SANLIDA View Details Company Information Verified on 05 Dec 2025 by Disclaimer,Miss Tina Pu,Gm Assistant,"101, Building A, No. 27, Jiangjunmao Community, Wu Longgang Street Shenzhen City China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Cager-Digital-Technology-Co-Ltd/1X0AY4J5,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2005.0,"Consumer Electronics, Gifts, Toys & Sports Supplies, Home Appliances, Telecommunication",Worldwide,201 - 500,"US$ 50,000,000 - 99,999,999",Cager Certificate Name Issued By Certificate Type Valid Date BSCI amfori Social Audit - Manufacturing BSCI 06 Aug 2025 - 06 Aug 2026 View Details Company Information Verified on 05 Dec 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control,Mr Kevin Zhang,Sales Director,"5F, Building A, Weipengda Industrial Park, #19,Langkou Commudity, Dalang St, Longhua Dist, Shenzhen City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Hotack-Technology-Co-Ltd/1S00OYSAE,"Exporter, Manufacturer, Service Company","Shenzhen, Guangdong, Chinese Mainland",2007.0,"Consumer Electronics, Home Appliances, Office Equipment","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",,"US$ 10,000,000 - 49,999,999","HOTACK amfori ISO9001 CE ROHS CCC FCC HDMI LVD Certificate Name Issued By Certificate Type Valid Date ROHS AZT Others 07 Jan 2021 - 07 Dec 2025 Certificate of Management System Certification Beijing Daluhangxing Quality Certification Center Co., Ltd ISO 9001 06 Nov 2023 - 19 Sep 2025 FCC Shenzhen Global Test Service Co., Ltd. Others 28 Apr 2021 - 31 Dec 2025 View details Factory & Facility Research & Development Quality Control",Mrs XinXing Hu,Manager,"15/F, Tower C, Unicross, Industrial Road, Longhua District, Shenzhen City, Guangdong Province, China Mainland",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Interthings-Technology-Co-Ltd/1X0AIHPW,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2018.0,"Baby Care & Nursery, Building Materials & Supplies, Consumer Electronics, Environmental Protection, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Appliances, Internet of Things, Lights, Optical Equipment, Parts, Electrical Electronic Supplies, Printing & Packaging Equipment, Telecommunication","Australasia, Eastern Europe, North America, Scandinavia, Western Europe",51 - 100,"US$ 10,000,000 - 49,999,999",interthings ODM OEM Security Camera Doorbell Certificate Name Issued By Certificate Type Valid Date Video doorbell IPB190 FCC - - - Video doorbell IPB190 C-tick - - - Factory BSCI - - - Factory ISO9001 - - - IPC159 Plug-in camera CE certificate - - - Show More View details Factory & Facility Research & Development Quality Control,Miss Sun Summer,Manager,"Room305, T3 Building, Silicon Valley Compound, Longhua Rd., Longhua District, Shenzhen City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Wodefeng-Technology-Co-Ltd/1S00ODZA7,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",2017.0,"Consumer Electronics, Environmental Protection","Africa, Eastern Europe, Japan, Middle East, North America, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 5,000,000 - 9,999,999",AFERIY Portable power station Solar panel manufacturer Certificate Name Issued By Certificate Type Valid Date CE Shenzhen LCS Compliance Testing Laboratory Ltd. Others 28 Mar 2023 - 27 Mar 2025 RoHS Shenzhen LCS Compliance Testing Labor Others 28 Mar 2023 - 27 Mar 2025 UL2743 Shenzhen LCS Compliance Testing Laboratory Ltd. Others 28 Mar 2023 - 27 Mar 2025 View Details Company Information Verified on 05 Dec 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control,Mr Andy Lyu,Sales Manager,"D Room Gangzhilong Business centre Room D, 3rd Floor, Building D, Gangzhilong Business Center, Shenzhen city China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-ADS-Audio-Science-Technology-Co-Ltd/1X00EX81,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland",2000.0,"Automobile & Transport, Automobile Electronics, Automobile Parts & Accessories, Consumer Electronics","Central & South America, Middle East, Southeast Asia",501 - 1000,"US$ 500,000 - 999,999 ODM OEM View Details Company Information Verified on 21 Nov 2025 by Disclaimer View details Factory & Facility",,Mr Zhi Wei Zhao,General Manager,"ADS Industrial Zone, Shima Junhe St, Baiyun District, Guangzhou City, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Oxygen-Ltd/1X001L54,"Export Agent, Exporter",Hong Kong,1996.0,"Consumer Electronics, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Lights, Sports Supplies","Central & South America, Japan, Korea, North America, Western Europe, Worldwide",26 - 50,"US$ 10,000,000 - 49,999,999","Derens, ARSK ODM OEM radio Clock Radio Boombox Party box Clock BluetoothSpeaker Certificate Name Issued By Certificate Type Valid Date IS0 9001/2015 Certify Company ACI ISO 9001 27 May 2024 - 30 May 2027 ISO 14001/2015 Certify Company ACI ISO (others) 31 May 2025 - 31 May 2028 SA 8000/2014 Certify Company ACI SA8000 31 May 2025 - 31 May 2028 View Details Company Information Verified on 14 Nov 2025 by Disclaimer View details Factory & Facility",Ms Stella Ng,General Manager (Marketing),"ROOM 402A, 4/F., TCL TOWER, NO.8 TAI CHUNG ROAD, TSUEN WAN, N.T., HONG KONG",Hong Kong
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Luhong-Electroacoustic-Technology-Co-Ltd/1S00OYIAO,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",2015.0,"Consumer Electronics, Video Games & Accessories","North America, Scandinavia, Western Europe, Worldwide",1001 - 2000,"US$ 100,000,000 - 249,999,999","OEM,ODM OEM ODM Soundbar Factory 800+ employees 100000 unit / month Dolby Atmos Certificate Name Issued By Certificate Type Valid Date IATF 16949：2016 CNCA IATF16949 14 Apr 2021 - 08 Apr 2027 ISO 9001：2015 CNCA ISO 9001 13 Apr 2021 - 08 Apr 2027 ISO14001： 2015 CNCA ISO 14001 18 Apr 2023 - 12 Apr 2026 View Details Company Information Verified on 12 Dec 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control CE Rohs ISO9001：2015 ISO14001：2015 IATE16949：2016 page1 page5 page6 page7",Mr Ryan Chen,Sales Manager,"Building 1, No. 7,Shipai Industrial Avenue Shipai Town, Dongguan City, Dongguan City,Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Ace-Tec-Co-Ltd-/1X0B3E2S,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",,"Beauty Supplies, Consumer Electronics, Health Care & Medical Supplies, Health, Beauty and Baby Care, Personal Care Certificate Name Issued By Certificate Type Valid Date ISO 9001,ISO13458,CE,UL,FDA - - - View Details Company Information Verified on 12 Dec 2025 by Disclaimer",,,,,Ms Shasha Cao,Sales Manager,"No.420 Jinxing Road Xixi lndustrial Zone Liaobu Town Guangdong, Dongguan, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Saintlark-Technology-Co-Ltd/1S00OWPR2,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",2022.0,Consumer Electronics,"Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999","SaintLark Speaker Bluetooth Speaker karaoke Voice amplifier portable speakers Portable Bluetooth Speakers wireless microphone UHF Certification Verified by Certificate Name Issued By Certificate Type Valid Date ISO 9001 ACM (CHINA) LIMITED ISO 9001 29 Jul 2027 FCC Eurofins Product Service GmbH FCC - CE Shenzhen Toby Technology CO., Ltd. CE - CE Test Report Shenzhen Toby Technology CO., Ltd. Others - FCC Test Report Shenzhen Toby Technology CO., Ltd. Others - Show More View Details Company Information Verified on 12 Dec 2025 by Disclaimer Certification(s) Verified on 21 May 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control",Mr YISHENG YAO,General Manager,"6/F, Building A, Zhaofeng Industrial Park, No. 3 Hangkong Road, Sanwei Community, Hangcheng Street, Baoan District, Shenzhen, Guangdong Province, China",Chinese Mainland
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-WEITESHIJIA-TECHNOLOGY-CO-LTD/1S00OTSYE,"Buying Office, Exporter, Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2011.0,Home Appliances,"Korea, North America, Scandinavia, Taiwan, Western Europe",201 - 500,"US$ 500,000 - 999,999",imycoo View Details Company Information Verified on 23 Dec 2025 by Disclaimer,Dr mr liang,,"Room 301, 302, 303, 305, 306, Longnian Building, No. 29 Longcheng Avenue, Nanlian Community, Longgang Street, Longgang District, Shenzhen Guangdong Province, China",Chinese Mainland
